"file","place","location","pattern","sentence","verdict","notes","correct"
"cities/safety-harbor.md","Farm-to-table","Main Street","on_road","Smart move when you're dealing with a tight downtown lot where a traditional moving truck might be tricky to maneuver.

## Local Favorites

Restaurants and Coffee:
- Southern Fresh — Farm-to-table brunch and lunch on Main Street.","WRONG_ADDRESS","Southern Fresh is real and open but in Safety Harbor, not generic Main Street.","122 3rd Ave N, Safety Harbor, FL 34695"
"cities/safety-harbor.md","Crooked Thumb Brewery","Main Street","off_road","Weeknight go-to for locals.
- Crooked Thumb Brewery — Local craft brewery just off Main Street.","VERIFIED","Located at 555 10th Ave S, Safety Harbor. Two blocks from Main Street per their website.",""
"cities/seminole.md","Pete","Seminole Blvd","on_road","Pete: 10-15 minutes south on Seminole Blvd or 113th Street.","UNKNOWN","Input too vague. Multiple Pete establishments exist in Tampa Bay area including different types of businesses.",""
"cities/seminole.md","Caribbean-inspired","Park Blvd","on_road","When you're ready to get settled, {{pods}} can help coordinate your move-in timing so you're not stuck unloading a truck in August heat.

## Local Favorites

Restaurants and food:
- Rumba Island Bar & Grill — Caribbean-inspired spot on Park Blvd.","WRONG_ADDRESS","Real Caribbean restaurant, St Pete location is at 6445 4th St N, not Park Blvd.","6445 4th St N, St. Petersburg, FL 33702"
"cities/tarpon-springs.md","Twice","Dodecanese Blvd","on_road","It's genuinely moving regardless of your faith.
- Arts and Crafts Festival — Twice yearly on Dodecanese Blvd.
- Sponge Docks are always active — Even on a random Tuesday, you can watch sponge divers, browse shops, and grab baklava.

## Setting Up Your New Home

Once you've closed on your Tarpon Springs home, here's the practical stuff:

Home services: If you need anything from pressure washing to ","SKIP","Place is a frequency descriptor (twice yearly), not a business name.",""
"cities/town-n-country.md","Taco Bus","Hillsborough Avenue","on_road","The international food scene here is genuinely outstanding.

- Taco Bus — The original Taco Bus on Hillsborough Avenue is a Tampa institution.","CLOSED","Yelp shows 913 E Hillsborough location marked CLOSED as of April 2026. 7218 E Hillsborough also closed.",""
"cities/town-n-country.md","La Teresita","Columbus Drive","on_road","Cash-friendly.
- La Teresita — A Tampa Bay institution on Columbus Drive (technically just outside TnC but close enough).","VERIFIED","La Teresita Restaurant at 3248 W Columbus Dr, Tampa, open since 1972",""
"cities/town-n-country.md","Filipino","Hillsborough Avenue","on_road","A mandatory experience.
- Jollibee — Filipino fast food chain on Hillsborough Avenue.","WRONG_ADDRESS","Jollibee in Tampa Bay area is at 4057 Park Blvd N, Pinellas Park, not Hillsborough Avenue.","4057 Park Blvd N, Pinellas Park, FL"
"cities/town-n-country.md","Chinese","Waters Avenue","on_road","Cuban pastries, fresh empanadas, and ingredients you won't find at Publix.
- Yummy House — Chinese dim sum on Waters Avenue that attracts people from across the entire Tampa Bay region.","CLOSED","Waters Ave location permanently closed. Voluntarily dissolved 2018. Hillsborough location still open.","2620 E Hillsborough Ave, Tampa, FL 33610"
"cities/treasure-island.md","You'll","Gulf Boulevard","on_road","You'll see people walking their dogs on the beach at sunrise, not tour buses lined up on Gulf Boulevard.","SKIP","Input is not a business name - 'You'll' is a pronoun used in a sentence about Gulf Boulevard.",""
"cities/treasure-island.md","To Clearwater Beach","Gulf Boulevard

Gulf Boulevard","on_road","Pete: 20-25 minutes via the Causeway to Central Avenue or I-275
- To downtown Tampa: 35-40 minutes via I-275 (add 15-20 minutes in rush hour)
- To Tampa International Airport: 35-40 minutes
- To Clearwater Beach: 25-30 minutes north on Gulf Boulevard

Gulf Boulevard is the main road on the island.","VERIFIED","Gulf Boulevard is the main road running through Clearwater Beach and Sand Key area.",""
"cities/university-park.md","American","University Parkway","on_road","Five minutes from the front gate.
- Station 400 — American gastropub on University Parkway.","WRONG_ADDRESS","Station 400 is located on N Lemon Ave in Sarasota and Lakewood Ranch Main St, not University Parkway.","400 N. Lemon Ave., Sarasota, FL"
"cities/university-park.md","Trader Joe's","University Parkway","on_road","Major retailers, dining, and entertainment.
- Whole Foods / Trader Joe's — Both accessible on University Parkway near UTC.

## Setting Up Your New Home

Home services: University Park homes range from newer villas to larger estate homes that may need attention. {{bbs}} can handle move-in tasks — mounting TVs, adjusting doors, pressure washing, assembling furniture, and those small fixes that pile ","WRONG_ADDRESS","Sarasota location near UTC, not Tampa. Opened Oct 2023 at 8111 Cooper Creek Blvd.","8111 Cooper Creek Blvd, Sarasota (near UTC)"
"counties/manatee.md","Manatee County Tax Collector's","Haben Boulevard","on_road","Visit a Manatee County Tax Collector's office — the main location is on Haben Boulevard in Palmetto, and there's another in Bradenton.","CLOSED","North River Branch closed September 2024. Current branches: East Manatee (Bradenton) and West Manatee (Bradenton).",""
"pillar/retirees-tampa-bay.md","Ringling Museum","Main Street","on_road","Walk to the Ringling Museum, catch a show, dine on Main Street.","WRONG_ADDRESS","Ringling Museum is in Sarasota at 5401 Bay Shore Road, not on Main Street.","5401 Bay Shore Road, Sarasota, FL 34243"
"questions/plant-city-zephyrhills-questions.md","Plant City","Turkey Creek Road","off_road","Several builders are active in and around Plant City, including communities off of Turkey Creek Road and along the 39 corridor.","VERIFIED","Turkey Creek Road is real in Plant City with builder activity and new home communities confirmed.",""
"questions/tampa-bay-food-dining-questions.md","La Teresita","Columbus Drive","on_road","La Teresita on Columbus Drive is a local staple for a more casual experience.","VERIFIED","La Teresita is at 3248 W Columbus Dr, Tampa. Open and operating.",""
"questions/tampa-bay-nightlife-entertainment-questions.md","It's","Seventh Avenue","on_road","It's walkable once you're there, and most of the action is concentrated on Seventh Avenue and the surrounding blocks.","SKIP","Place name is just 'It's' - not a valid business name",""
